도메인,담당자,메소드,엔드포인트,기능명,설명,인증,상태,우선순위,요청(Request),응답(Response),대표에러(Error)
상품,강정훈,POST,/api/products/{productId}/reviews,상품 후기 작성,구매한 상품의 후기를 작성한다,USER,예정,P2,"{
  ""method"": ""POST"",
  ""url"": ""/api/products/{productId}/reviews"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""orderItemId"": ""number · 필수"",
    ""rating"": ""number · 필수 — 평균 평점(후기 없으면 null)"",
    ""content"": ""string · 필수 — 본문 내용"",
    ""images"": [
      ""string · 필수""
    ]
  }
}","{
  ""success"": true,
  ""status"": 201,
  ""data"": {
    ""reviewId"": ""number — 후기 ID"",
    ""productId"": ""number — 상품 고유 ID"",
    ""rating"": ""number — 평균 평점(후기 없으면 null)"",
    ""content"": ""string — 본문 내용"",
    ""images"": [
      ""string""
    ],
    ""writerNickname"": ""string"",
    ""createdAt"": ""string (ISO 8601 datetime) — 생성 일시, ISO 8601""
  }
}",
결제,유창민,GET,/api/payments/cart,장바구니 조회,현재 회원의 장바구니를 조회한다,Public(게스트 허용),예정,P0,"{
  ""method"": ""GET"",
  ""url"": ""/api/payments/cart"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken} (선택 — 로그인 상태면 회원 장바구니, 없으면 쿠키의 guestCartId로 게스트 장바구니 식별)""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""sections"": [
      {
        ""artisanId"": ""number — 장인 고유 ID"",
        ""artisanName"": ""string"",
        ""certificationLevel"": ""string (enum: `보유자`(국가유산청 지정 국가무형유산 보유자) | `전승교육사`(지정 전승교육사) | `이수자`(이수증 취득자) | `일반`(인증 등급 없음)) — 인증 등급(전승 단계)"",
        ""items"": [
          {
            ""cartItemId"": ""number — 장바구니 항목 ID"",
            ""productId"": ""number — 상품 고유 ID"",
            ""productName"": ""string"",
            ""unitPrice"": ""number — 옵션 반영된 단가"",
            ""quantity"": ""number — 수량"",
            ""subtotal"": ""number — 항목별 소계"",
            ""thumbnailUrl"": ""string — 썸네일 이미지 URL"",
            ""isCustomOrder"": ""boolean — 주문제작 여부"",
            ""soldOut"": ""boolean — 품절 스냅샷 여부"",
            ""selected"": ""boolean — 체크(선택) 상태"",
            ""selectedOptions"": [
              {
                ""optionGroupId"": ""number — 옵션 그룹 ID"",
                ""name"": ""string — 이름/명칭"",
                ""choiceId"": ""number — 옵션 선택지 ID"",
                ""choiceName"": ""string"",
                ""priceDelta"": ""number — 기본가 대비 가감액""
              }
            ],
            ""textInputs"": [
              {
                ""optionGroupId"": ""number — 옵션 그룹 ID"",
                ""name"": ""string — 이름/명칭"",
                ""text"": ""string — 텍스트 블록 내용(img/video 블록은 null)""
              }
            ]
          }
        ],
        ""shippingFee"": ""number — 배송비"",
        ""freeShippingThreshold"": ""number — 무료배송 조건 금액(없으면 null)""
      }
    ],
    ""totalPrice"": ""number — 합계 금액"",
    ""totalShippingFee"": ""number"",
    ""totalCount"": ""number""
  }
}",
결제,유창민,POST,/api/payments/cart/items,장바구니 상품 추가,상품과 선택한 옵션 조합(selectedOptions)·입력형 옵션 텍스트(textInputs)·수량으로 장바구니에 담는다. 필수(REQUIRED) 옵션 그룹은 반드시 선택해야 한다. 동일 상품+동일 옵션조합(텍스트 입력 제외)이 이미 담겨 있으면 새 행을 만들지 않고 기존 항목의 수량에 합산한다(병합),Public(게스트 허용),예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/payments/cart/items"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken} (선택 — 로그인 상태면 회원 장바구니, 없으면 쿠키의 guestCartId로 게스트 장바구니 식별)""
  },
  ""body"": {
    ""productId"": ""number · 필수 — 상품 고유 ID"",
    ""quantity"": ""number · 필수 — 수량"",
    ""selectedOptions"": [
      {
        ""optionGroupId"": ""number · 필수 — 옵션 그룹 ID"",
        ""choiceId"": ""number · 필수 — 옵션 선택지 ID""
      }
    ],
    ""textInputs"": [
      {
        ""optionGroupId"": ""number · 필수 — 옵션 그룹 ID"",
        ""text"": ""string · 필수 — 텍스트 블록 내용(img/video 블록은 null)""
      }
    ]
  }
}","{
  ""success"": true,
  ""status"": 201,
  ""data"": {
    ""sections"": [
      {
        ""artisanId"": ""number — 장인 고유 ID"",
        ""artisanName"": ""string"",
        ""certificationLevel"": ""string (enum: `보유자`(국가유산청 지정 국가무형유산 보유자) | `전승교육사`(지정 전승교육사) | `이수자`(이수증 취득자) | `일반`(인증 등급 없음)) — 인증 등급(전승 단계)"",
        ""items"": [
          {
            ""cartItemId"": ""number — 장바구니 항목 ID"",
            ""productId"": ""number — 상품 고유 ID"",
            ""productName"": ""string"",
            ""unitPrice"": ""number — 옵션 반영된 단가"",
            ""quantity"": ""number — 수량"",
            ""subtotal"": ""number — 항목별 소계"",
            ""thumbnailUrl"": ""string — 썸네일 이미지 URL"",
            ""isCustomOrder"": ""boolean — 주문제작 여부"",
            ""soldOut"": ""boolean — 품절 스냅샷 여부"",
            ""selected"": ""boolean — 체크(선택) 상태"",
            ""selectedOptions"": [
              {
                ""optionGroupId"": ""number — 옵션 그룹 ID"",
                ""name"": ""string — 이름/명칭"",
                ""choiceId"": ""number — 옵션 선택지 ID"",
                ""choiceName"": ""string"",
                ""priceDelta"": ""number — 기본가 대비 가감액""
              }
            ],
            ""textInputs"": [
              {
                ""optionGroupId"": ""number — 옵션 그룹 ID"",
                ""name"": ""string — 이름/명칭"",
                ""text"": ""string — 텍스트 블록 내용(img/video 블록은 null)""
              }
            ]
          }
        ],
        ""shippingFee"": ""number — 배송비"",
        ""freeShippingThreshold"": ""number — 무료배송 조건 금액(없으면 null)""
      }
    ],
    ""totalPrice"": ""number — 합계 금액"",
    ""totalShippingFee"": ""number"",
    ""totalCount"": ""number""
  }
}","{
  ""success"": false,
  ""status"": 422,
  ""errorCode"": ""BUSINESS_RULE_VIOLATION""
}"
결제,유창민,PATCH,/api/payments/cart/items/{cartItemId},장바구니 수량 변경,장바구니 상품 수량을 변경한다,Public(게스트 허용),예정,P0,"{
  ""method"": ""PATCH"",
  ""url"": ""/api/payments/cart/items/{cartItemId}"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken} (선택 — 로그인 상태면 회원 장바구니, 없으면 쿠키의 guestCartId로 게스트 장바구니 식별)""
  },
  ""body"": {
    ""quantity"": ""number · 선택 — 수량""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""sections"": [
      {
        ""artisanId"": ""number — 장인 고유 ID"",
        ""artisanName"": ""string"",
        ""certificationLevel"": ""string (enum: `보유자`(국가유산청 지정 국가무형유산 보유자) | `전승교육사`(지정 전승교육사) | `이수자`(이수증 취득자) | `일반`(인증 등급 없음)) — 인증 등급(전승 단계)"",
        ""items"": [
          {
            ""cartItemId"": ""number — 장바구니 항목 ID"",
            ""productId"": ""number — 상품 고유 ID"",
            ""productName"": ""string"",
            ""unitPrice"": ""number — 옵션 반영된 단가"",
            ""quantity"": ""number — 수량"",
            ""subtotal"": ""number — 항목별 소계"",
            ""thumbnailUrl"": ""string — 썸네일 이미지 URL"",
            ""isCustomOrder"": ""boolean — 주문제작 여부"",
            ""soldOut"": ""boolean — 품절 스냅샷 여부"",
            ""selected"": ""boolean — 체크(선택) 상태"",
            ""selectedOptions"": [
              {
                ""optionGroupId"": ""number — 옵션 그룹 ID"",
                ""name"": ""string — 이름/명칭"",
                ""choiceId"": ""number — 옵션 선택지 ID"",
                ""choiceName"": ""string"",
                ""priceDelta"": ""number — 기본가 대비 가감액""
              }
            ],
            ""textInputs"": [
              {
                ""optionGroupId"": ""number — 옵션 그룹 ID"",
                ""name"": ""string — 이름/명칭"",
                ""text"": ""string — 텍스트 블록 내용(img/video 블록은 null)""
              }
            ]
          }
        ],
        ""shippingFee"": ""number — 배송비"",
        ""freeShippingThreshold"": ""number — 무료배송 조건 금액(없으면 null)""
      }
    ],
    ""totalPrice"": ""number — 합계 금액"",
    ""totalShippingFee"": ""number"",
    ""totalCount"": ""number""
  }
}",
결제,유창민,DELETE,/api/payments/cart/items/{cartItemId},장바구니 상품 삭제,장바구니에서 상품을 삭제한다,Public(게스트 허용),예정,P0,"{
  ""method"": ""DELETE"",
  ""url"": ""/api/payments/cart/items/{cartItemId}"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken} (선택 — 로그인 상태면 회원 장바구니, 없으면 쿠키의 guestCartId로 게스트 장바구니 식별)""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""sections"": [
      {
        ""artisanId"": ""number — 장인 고유 ID"",
        ""artisanName"": ""string"",
        ""certificationLevel"": ""string (enum: `보유자`(국가유산청 지정 국가무형유산 보유자) | `전승교육사`(지정 전승교육사) | `이수자`(이수증 취득자) | `일반`(인증 등급 없음)) — 인증 등급(전승 단계)"",
        ""items"": [
          {
            ""cartItemId"": ""number — 장바구니 항목 ID"",
            ""productId"": ""number — 상품 고유 ID"",
            ""productName"": ""string"",
            ""unitPrice"": ""number — 옵션 반영된 단가"",
            ""quantity"": ""number — 수량"",
            ""subtotal"": ""number — 항목별 소계"",
            ""thumbnailUrl"": ""string — 썸네일 이미지 URL"",
            ""isCustomOrder"": ""boolean — 주문제작 여부"",
            ""soldOut"": ""boolean — 품절 스냅샷 여부"",
            ""selected"": ""boolean — 체크(선택) 상태"",
            ""selectedOptions"": [
              {
                ""optionGroupId"": ""number — 옵션 그룹 ID"",
                ""name"": ""string — 이름/명칭"",
                ""choiceId"": ""number — 옵션 선택지 ID"",
                ""choiceName"": ""string"",
                ""priceDelta"": ""number — 기본가 대비 가감액""
              }
            ],
            ""textInputs"": [
              {
                ""optionGroupId"": ""number — 옵션 그룹 ID"",
                ""name"": ""string — 이름/명칭"",
                ""text"": ""string — 텍스트 블록 내용(img/video 블록은 null)""
              }
            ]
          }
        ],
        ""shippingFee"": ""number — 배송비"",
        ""freeShippingThreshold"": ""number — 무료배송 조건 금액(없으면 null)""
      }
    ],
    ""totalPrice"": ""number — 합계 금액"",
    ""totalShippingFee"": ""number"",
    ""totalCount"": ""number""
  }
}",
결제,유창민,DELETE,/api/payments/cart/items,장바구니 전체 삭제,장바구니 상품을 전체 삭제한다,Public(게스트 허용),예정,P1,"{
  ""method"": ""DELETE"",
  ""url"": ""/api/payments/cart/items"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken} (선택 — 로그인 상태면 회원 장바구니, 없으면 쿠키의 guestCartId로 게스트 장바구니 식별)""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": ""null""
}",
결제,유창민,POST,/api/payments/orders,주문 생성,"장바구니 기준 주문 생성. 로그인 필수(R-02: 장바구니는 비회원 허용, 구매하기 클릭=주문 생성부터 로그인 필요)",USER,예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/payments/orders"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""cartItemIds"": [
      ""number · 필수""
    ],
    ""addressId"": ""number · 필수 — 배송지 ID"",
    ""paymentMethod"": ""string (enum, 예: `CARD`, 동적 값) · 필수""
  }
}","{
  ""success"": true,
  ""status"": 201,
  ""data"": {
    ""orderId"": ""number — 주문 고유 ID"",
    ""orderNumber"": ""string (enum, 예: `ORD20260825001`, 동적 값) — 사람이 보는 주문번호(orderId와 별개 식별자)"",
    ""status"": ""string (enum: `CREATED`(주문 생성됨 — 결제 전) | `PAID`(결제완료) | `PAYMENT_FAILED`(결제실패) | `CANCELED`(주문 취소됨) | `DELIVERED`(배송완료))"",
    ""totalAmount"": ""number — 총 주문 금액"",
    ""createdAt"": ""string (ISO 8601 datetime) — 생성 일시, ISO 8601"",
    ""items"": [
      {
        ""orderItemId"": ""number"",
        ""productId"": ""number — 상품 고유 ID"",
        ""productName"": ""string"",
        ""price"": ""number — 가격, 원 단위 정수"",
        ""quantity"": ""number — 수량""
      }
    ],
    ""address"": {
      ""addressId"": ""number — 배송지 ID"",
      ""recipientName"": ""string — 수령인명"",
      ""phone"": ""string — 전화번호(하이픈 제외 숫자만)"",
      ""zipCode"": ""string — 우편번호"",
      ""address1"": ""string — 기본주소"",
      ""address2"": ""string — 상세주소"",
      ""isDefault"": ""boolean — 기본값 여부""
    }
  }
}","{
  ""success"": false,
  ""status"": 422,
  ""errorCode"": ""BUSINESS_RULE_VIOLATION""
}"
결제,유창민,GET,/api/payments/orders/{orderId}/delivery,배송 조회,주문의 배송 상태 및 운송장 정보를 조회한다,Authenticated,예정,P1,"{
  ""method"": ""GET"",
  ""url"": ""/api/payments/orders/{orderId}/delivery"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""orderId"": ""number — 주문 고유 ID"",
    ""carrier"": ""string — 택배사명"",
    ""trackingNumber"": ""string — 운송장 번호"",
    ""status"": ""string (enum, 예: `IN_TRANSIT`, 동적 값)""
  }
}",
결제,유창민,POST,/api/payments,결제 준비,주문에 대한 결제를 준비한다,USER,예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/payments"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""orderId"": ""number · 필수 — 주문 고유 ID"",
    ""amount"": ""number · 필수 — 금액, 원 단위 정수""
  }
}","{
  ""success"": true,
  ""status"": 201,
  ""data"": {
    ""paymentId"": ""number — 결제 고유 ID"",
    ""orderId"": ""number — 주문 고유 ID"",
    ""amount"": ""number — 금액, 원 단위 정수"",
    ""tossClientKey"": ""string""
  }
}",
결제,유창민,POST,/api/payments/confirm,결제 승인,토스페이먼츠 결제를 승인한다,USER,예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/payments/confirm"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""paymentKey"": ""string · 필수"",
    ""orderId"": ""string (enum, 예: `ORD20260825001`, 동적 값) · 필수 — 주문 고유 ID"",
    ""amount"": ""number · 필수 — 금액, 원 단위 정수""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""paymentId"": ""number — 결제 고유 ID"",
    ""orderId"": ""number — 주문 고유 ID"",
    ""amount"": ""number — 금액, 원 단위 정수"",
    ""method"": ""string (enum, 예: `CARD`, 동적 값)"",
    ""status"": ""string (enum: `DONE`(결제완료) | `CANCELED`(결제취소) | `FAILED`(결제실패))"",
    ""approvedAt"": ""string (ISO 8601 datetime) — 승인/처리 일시, ISO 8601""
  }
}","{
  ""success"": false,
  ""status"": 422,
  ""errorCode"": ""BUSINESS_RULE_VIOLATION""
}"
결제,유창민,POST,/api/payments/fail,결제 실패 처리,결제 실패 상태를 처리한다,USER,예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/payments/fail"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""orderId"": ""string (enum, 예: `ORD20260825001`, 동적 값) · 필수 — 주문 고유 ID"",
    ""errorCode"": ""string (enum, 예: `PAY_PROCESS_CANCELED`, 동적 값) · 필수"",
    ""errorMessage"": ""string · 필수""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": ""null""
}",
결제,유창민,POST,/api/payments/{paymentId}/cancel,결제 취소/환불,결제를 취소하고 환불을 요청한다,Authenticated,예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/payments/{paymentId}/cancel"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""reason"": ""string · 필수 — AI가 생성한 추천 이유""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""paymentId"": ""number — 결제 고유 ID"",
    ""orderId"": ""number — 주문 고유 ID"",
    ""amount"": ""number — 금액, 원 단위 정수"",
    ""method"": ""string (enum, 예: `CARD`, 동적 값)"",
    ""status"": ""string (enum: `DONE`(결제완료) | `CANCELED`(결제취소) | `FAILED`(결제실패))"",
    ""approvedAt"": ""string (ISO 8601 datetime) — 승인/처리 일시, ISO 8601""
  }
}","{
  ""success"": false,
  ""status"": 409,
  ""errorCode"": ""CONCURRENT_UPDATE""
}"
알림,강정훈,GET,/api/notifications,알림 목록 조회,회원의 알림을 조회한다,Authenticated,백로그(MVP 제외),P1,"{
  ""method"": ""GET"",
  ""url"": ""/api/notifications"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""queryParams"": {
    ""cursor"": ""string · 선택"",
    ""limit"": ""string · 선택""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""items"": [
      {
        ""notificationId"": ""number — 알림 ID"",
        ""type"": ""string (enum, 예: `ORDER`, 동적 값)"",
        ""title"": ""string"",
        ""content"": ""string — 본문 내용"",
        ""isRead"": ""boolean — 읽음 여부"",
        ""createdAt"": ""string (ISO 8601 datetime) — 생성 일시, ISO 8601""
      }
    ],
    ""nextCursor"": ""string"",
    ""hasNext"": ""boolean"",
    ""totalCount"": ""number""
  }
}",
알림,강정훈,GET,/api/notifications/unread-count,읽지 않은 알림 수,읽지 않은 알림 개수를 조회한다,Authenticated,백로그(MVP 제외),P1,"{
  ""method"": ""GET"",
  ""url"": ""/api/notifications/unread-count"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""unreadCount"": ""number — 읽지 않은 알림 수""
  }
}",
알림,강정훈,PATCH,/api/notifications/{notificationId},알림 읽음 처리,특정 알림을 읽음 처리한다,Authenticated,백로그(MVP 제외),P1,"{
  ""method"": ""PATCH"",
  ""url"": ""/api/notifications/{notificationId}"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""isRead"": ""boolean · 선택 — 읽음 여부""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": ""null""
}",
알림,강정훈,PATCH,/api/notifications/read-all,전체 알림 읽음,모든 알림을 읽음 처리한다,Authenticated,백로그(MVP 제외),P1,"{
  ""method"": ""PATCH"",
  ""url"": ""/api/notifications/read-all"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": ""null""
}",
관리자,유창민,GET,/api/admin/seller-applications,장인 가입 신청 조회,장인 가입 신청 목록을 조회한다,ADMIN,예정,P1,"{
  ""method"": ""GET"",
  ""url"": ""/api/admin/seller-applications"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""queryParams"": {
    ""cursor"": ""string · 선택"",
    ""limit"": ""string · 선택"",
    ""status"": ""string (enum: `PENDING`(심사대기) | `APPROVED`(승인됨 — 회원 role이 ARTISAN으로 전환) | `REJECTED`(반려됨(사유 포함))) · 선택""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""items"": [
      {
        ""applicationId"": ""number — 장인 가입 신청 ID"",
        ""memberId"": ""number — 회원 고유 ID"",
        ""businessName"": ""string — 공방명"",
        ""status"": ""string (enum: `PENDING`(심사대기) | `APPROVED`(승인됨 — 회원 role이 ARTISAN으로 전환) | `REJECTED`(반려됨(사유 포함)))"",
        ""submittedAt"": ""string (ISO 8601 datetime) — 제출 일시, ISO 8601""
      }
    ],
    ""nextCursor"": ""string"",
    ""hasNext"": ""boolean"",
    ""totalCount"": ""number""
  }
}",
관리자,유창민,GET,/api/admin/seller-applications/{applicationId},장인 가입 신청 상세,장인 인증 신청 상세 정보를 조회한다,ADMIN,예정,P1,"{
  ""method"": ""GET"",
  ""url"": ""/api/admin/seller-applications/{applicationId}"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""applicationId"": ""number — 장인 가입 신청 ID"",
    ""memberId"": ""number — 회원 고유 ID"",
    ""businessName"": ""string — 공방명"",
    ""status"": ""string (enum: `PENDING`(심사대기) | `APPROVED`(승인됨 — 회원 role이 ARTISAN으로 전환) | `REJECTED`(반려됨(사유 포함)))"",
    ""submittedAt"": ""string (ISO 8601 datetime) — 제출 일시, ISO 8601""
  }
}",
관리자,유창민,POST,/api/admin/seller-applications/{applicationId}/approve,장인 가입 승인,장인 가입 신청을 승인한다,ADMIN,예정,P1,"{
  ""method"": ""POST"",
  ""url"": ""/api/admin/seller-applications/{applicationId}/approve"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""applicationId"": ""number — 장인 가입 신청 ID"",
    ""memberId"": ""number — 회원 고유 ID"",
    ""businessName"": ""string — 공방명"",
    ""status"": ""string (enum: `PENDING`(심사대기) | `APPROVED`(승인됨 — 회원 role이 ARTISAN으로 전환) | `REJECTED`(반려됨(사유 포함)))"",
    ""submittedAt"": ""string (ISO 8601 datetime) — 제출 일시, ISO 8601""
  }
}","{
  ""success"": false,
  ""status"": 409,
  ""errorCode"": ""CONCURRENT_UPDATE""
}"
관리자,유창민,POST,/api/admin/seller-applications/{applicationId}/reject,장인 가입 반려,장인 가입 신청을 반려한다,ADMIN,예정,P1,"{
  ""method"": ""POST"",
  ""url"": ""/api/admin/seller-applications/{applicationId}/reject"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""reason"": ""string · 필수 — AI가 생성한 추천 이유""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""applicationId"": ""number — 장인 가입 신청 ID"",
    ""memberId"": ""number — 회원 고유 ID"",
    ""businessName"": ""string — 공방명"",
    ""status"": ""string (enum: `PENDING`(심사대기) | `APPROVED`(승인됨 — 회원 role이 ARTISAN으로 전환) | `REJECTED`(반려됨(사유 포함)))"",
    ""submittedAt"": ""string (ISO 8601 datetime) — 제출 일시, ISO 8601""
  }
}",
컨텐츠,강정훈,POST,/api/content/products/{productId}/interview,취재 데이터 등록,AI 생성에 필요한 제작과정·소재·기법·스토리를 등록한다,ARTISAN,예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/content/products/{productId}/interview"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""productId"": ""number · 필수 — 상품 고유 ID"",
    ""process"": ""string · 필수"",
    ""materials"": ""string · 필수"",
    ""technique"": ""string · 필수"",
    ""story"": ""string · 필수""
  }
}","{
  ""success"": true,
  ""status"": 201,
  ""data"": {
    ""productId"": ""number — 상품 고유 ID"",
    ""process"": ""string"",
    ""materials"": ""string"",
    ""technique"": ""string"",
    ""story"": ""string""
  }
}",
컨텐츠,강정훈,GET,/api/content/products/{productId}/interview,취재 데이터 조회,등록된 취재 데이터를 조회한다,ARTISAN,예정,P0,"{
  ""method"": ""GET"",
  ""url"": ""/api/content/products/{productId}/interview"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""productId"": ""number — 상품 고유 ID"",
    ""process"": ""string"",
    ""materials"": ""string"",
    ""technique"": ""string"",
    ""story"": ""string""
  }
}",
컨텐츠,강정훈,PATCH,/api/content/products/{productId}/interview,취재 데이터 수정,취재 데이터를 수정한다,ARTISAN,예정,P0,"{
  ""method"": ""PATCH"",
  ""url"": ""/api/content/products/{productId}/interview"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""productId"": ""number · 선택 — 상품 고유 ID"",
    ""process"": ""string · 선택"",
    ""materials"": ""string · 선택"",
    ""technique"": ""string · 선택"",
    ""story"": ""string · 선택""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""productId"": ""number — 상품 고유 ID"",
    ""process"": ""string"",
    ""materials"": ""string"",
    ""technique"": ""string"",
    ""story"": ""string""
  }
}",
컨텐츠,강정훈,POST,/api/content/products/{productId}/generations,AI 상세페이지 생성 요청,"사진 3~12장(imageId 목록, JPG/PNG 10MB 이내)과 작품이름/어떻게 만드셨나요/관리법(선택) 3개 필드를 입력받아 템플릿·프롬프트 기반으로 상세페이지 콘텐츠 생성을 요청한다",ARTISAN,예정,P0,"{
  ""method"": ""POST"",
  ""url"": ""/api/content/products/{productId}/generations"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  },
  ""body"": {
    ""images"": [
      ""string · 필수""
    ],
    ""productName"": ""string · 필수"",
    ""howMade"": ""string · 필수"",
    ""careTips"": ""string · 필수""
  }
}","{
  ""success"": true,
  ""status"": 202,
  ""data"": {
    ""generationId"": ""number"",
    ""productId"": ""number — 상품 고유 ID"",
    ""status"": ""string (enum, 예: `PROCESSING`, 동적 값)"",
    ""requestedAt"": ""string (ISO 8601 datetime)"",
    ""completedAt"": ""?(타입 미상) · nullable""
  }
}",
컨텐츠,강정훈,GET,/api/content/products/{productId}/generations/{generationId},AI 생성 상태 조회,AI 콘텐츠 생성 작업의 상태와 결과를 조회한다,ARTISAN,예정,P0,"{
  ""method"": ""GET"",
  ""url"": ""/api/content/products/{productId}/generations/{generationId}"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": {
    ""generationId"": ""number"",
    ""productId"": ""number — 상품 고유 ID"",
    ""status"": ""string (enum, 예: `COMPLETED`, 동적 값)"",
    ""requestedAt"": ""string (ISO 8601 datetime)"",
    ""completedAt"": ""string (ISO 8601 datetime)""
  }
}",
컨텐츠,강정훈,GET,/api/content/products/{productId}/contents,생성 결과 조회,AI가 생성한 초안을 문단(사진+텍스트 묶음) 리스트 형태로 조회한다,ARTISAN,예정,P0,"{
  ""method"": ""GET"",
  ""url"": ""/api/content/products/{productId}/contents"",
  ""headers"": {
    ""Content-Type"": ""application/json"",
    ""Authorization"": ""Bearer {accessToken}""
  }
}","{
  ""success"": true,
  ""status"": 200,
  ""data"": [
    {
      ""contentId"": ""number — 콘텐츠 ID"",
      ""productId"": ""number — 상품 고유 ID"",
      ""status"": ""string (enum: `DRAFT`(초안 — AI 생성 직후, 장인 편집 가능) | `PENDING_REVIEW`(장인 검토 대기) | `APPROVED`(승인됨 — 사실확인·사진일치 체크 완료) | `REJECTED`(반려됨(사유 포함)) | `PUBLISHED`(게시완료 — 상품 상세페이지에 노출))"",
      ""version"": ""number — 콘텐츠 버전 번호"",
      ""blocks"": [
        {
          ""order"": ""number — 표시 순서(드래그앤드롭 시 재정렬됨)"",
          ""tag"": ""string (enum: `h2`(소제목 블록) | `p`(본문 문단 블록) | `img`(이미지 블록) | `video`(영상 블록(URL 등록 방식))) — 블록 태그(h2/p/img/video)"",
          ""hasImage"": ""boolean"",
          ""imageUrl"": ""string · nullable — 이미지 URL"",
          ""videoUrl"": ""string · nullable — 영상 URL(등록 방식)"",
          ""text"": ""string — 텍스트 블록 내용(img/video 블록은 null)""
        }
      ]
    }
  ]
}",
